protein_id,molecular_weight,isoelectric_point,hydrophobicity,sequence_length,hydrophobic_aa_percent,charged_aa_percent,solubility,aa_A,aa_R,aa_N,aa_D,aa_C,aa_Q,aa_E,aa_G,aa_H,aa_I,aa_L,aa_K,aa_M,aa_F,aa_P,aa_S,aa_T,aa_W,aa_Y,aa_V
PROT_0466,42.02,5.6,1.404,677,31.8,20.12,0,3.22,3.37,1.28,2.19,5.52,1.19,8.64,5.88,7.19,3.64,7.21,5.92,3.62,7.18,6.84,2.31,7.99,2.09,6.26,8.46
PROT_0467,85.22,4.45,-1.101,291,24.49,14.48,1,1.93,0.92,3.54,4.62,7.31,4.68,4.38,7.54,8.08,5.63,5.2,4.56,4.73,3.65,7.73,5.66,7.32,4.42,4.44,3.66
PROT_0468,115.97,9.93,0.151,161,34.79,20.26,0,2.09,5.76,6.72,1.85,2.47,4.88,5.45,6.0,0.99,6.86,7.45,7.2,8.08,6.82,3.8,1.15,5.9,8.51,4.95,3.06
PROT_0469,40.61,9.33,-0.091,180,26.19,22.56,1,4.36,4.95,2.78,7.1,2.3,8.18,7.57,2.65,6.47,2.25,8.52,2.94,3.04,6.67,6.6,8.04,7.95,1.9,3.23,2.49
PROT_0470,119.18,5.76,-0.371,357,38.71,8.7,0,8.18,1.34,7.43,1.52,4.86,4.56,4.84,1.74,5.77,5.85,3.39,1.0,4.46,8.38,6.85,4.56,6.21,5.77,6.15,7.14
PROT_0471,85.66,4.66,1.448,430,33.81,14.88,0,6.49,3.85,5.2,3.45,6.62,3.28,5.63,3.96,6.9,5.37,6.45,1.95,7.59,2.57,1.03,8.79,5.43,5.31,2.54,7.62
PROT_0472,69.23,7.32,0.381,506,34.8,17.44,1,7.36,8.61,2.81,2.03,3.16,3.86,3.84,8.09,5.38,7.34,9.58,2.96,7.22,4.01,2.8,4.68,2.61,2.48,7.14,4.03
PROT_0473,17.05,8.93,-1.166,342,31.05,22.17,1,2.85,7.82,4.37,7.24,3.11,1.92,3.33,3.48,6.41,4.2,4.02,3.78,3.96,6.54,3.86,8.08,3.48,6.86,8.13,6.58
PROT_0474,89.18,5.75,1.948,680,32.74,13.07,0,6.82,0.97,3.89,3.57,4.84,6.14,6.57,5.27,3.98,2.78,1.34,1.96,6.03,7.61,5.09,7.68,7.65,6.45,3.62,7.74
PROT_0475,73.45,9.72,0.758,223,32.18,18.71,0,1.37,1.34,3.64,5.2,4.4,3.17,4.67,7.95,1.48,8.72,6.76,7.5,7.9,5.62,5.49,5.39,4.4,3.52,5.27,6.19
PROT_0476,98.8,9.82,-1.759,604,28.46,22.61,1,7.29,6.01,6.31,7.93,3.5,6.56,6.37,2.42,3.21,2.51,3.51,2.3,8.03,2.75,5.3,7.74,1.87,5.59,4.0,6.81
PROT_0477,93.95,9.37,-0.276,363,30.88,19.88,1,0.89,3.82,1.0,4.29,6.34,6.28,4.2,4.78,5.2,5.89,4.72,7.57,6.22,4.48,6.34,6.67,1.39,7.2,5.03,7.7
PROT_0478,85.83,6.29,-0.169,761,27.36,21.14,0,5.08,8.97,7.69,6.89,1.66,6.86,4.08,5.78,7.27,8.42,4.91,1.2,6.2,1.06,8.49,1.18,3.04,4.87,3.34,3.02
PROT_0479,59.55,5.9,1.745,302,25.91,29.03,1,7.27,5.66,3.84,8.18,8.08,2.18,7.3,2.62,2.42,1.13,5.89,7.89,7.35,5.38,8.8,3.62,3.52,2.82,2.64,3.42
PROT_0480,37.01,10.58,0.963,446,20.93,20.92,1,1.15,8.24,8.79,1.95,8.82,1.14,8.15,8.04,2.66,1.34,4.58,2.58,7.35,5.84,1.96,9.0,5.15,5.74,5.23,2.28
PROT_0481,83.3,9.67,1.504,96,36.26,21.02,0,9.61,4.57,2.79,1.75,5.37,5.12,5.38,9.17,1.11,4.27,4.61,9.32,1.83,4.09,3.66,1.53,9.18,6.63,2.96,7.05
PROT_0482,99.99,8.68,-0.54,192,24.92,27.43,1,7.9,9.48,1.47,9.01,2.71,1.13,5.92,2.36,5.46,1.41,6.65,3.02,8.0,3.8,6.85,8.78,4.98,2.69,5.92,2.47
PROT_0483,59.09,4.46,1.875,555,29.41,12.7,0,1.5,3.35,5.47,5.15,10.13,7.8,1.48,1.46,1.48,6.19,9.0,2.72,5.52,6.92,9.29,8.87,2.99,2.25,4.89,3.55
PROT_0484,38.68,4.58,-1.621,493,32.89,20.97,1,7.6,5.09,1.93,5.62,5.88,3.32,4.56,7.97,1.88,6.03,3.75,5.7,6.51,4.63,6.76,7.57,2.42,2.6,1.89,8.28
PROT_0485,20.04,5.39,-1.271,226,29.54,18.91,1,7.65,1.66,2.58,2.27,5.9,3.37,8.31,5.97,4.84,5.27,7.62,6.67,1.86,4.09,5.92,5.29,8.01,1.11,7.79,3.8
PROT_0486,41.8,9.65,-0.051,642,33.79,17.51,1,1.2,7.48,2.25,3.58,5.64,4.91,3.76,6.11,7.66,5.68,4.65,2.69,6.05,5.42,1.89,3.22,7.26,8.55,3.7,8.29
PROT_0487,68.0,6.78,1.765,603,35.36,20.26,0,6.58,6.62,3.85,5.35,1.48,4.05,6.4,9.14,2.02,2.87,4.83,1.89,5.62,3.46,8.36,3.55,4.65,9.31,1.65,8.31
PROT_0488,112.72,9.01,0.163,704,25.57,20.81,0,1.99,6.23,6.98,2.44,6.74,5.01,7.02,5.31,5.05,1.25,5.07,5.12,6.34,8.73,2.19,2.13,6.23,5.87,7.64,2.66
PROT_0489,30.1,9.76,1.058,328,32.43,18.95,0,6.95,2.79,7.67,7.6,2.92,7.25,7.76,7.2,4.15,1.77,7.52,0.8,2.6,4.78,3.03,7.41,5.19,7.67,1.22,3.74
PROT_0490,81.0,7.3,0.642,385,25.56,27.39,1,7.7,6.5,4.31,2.61,8.11,1.56,9.22,3.32,8.61,2.01,7.3,9.06,2.26,4.76,6.72,7.48,1.05,1.96,3.62,1.83
PROT_0491,91.83,10.72,1.46,327,21.88,26.39,1,5.01,5.54,2.03,7.61,6.64,6.38,7.57,8.14,1.17,7.29,2.81,5.67,4.12,2.15,6.3,7.5,4.59,3.09,4.87,1.53
PROT_0492,42.9,10.98,1.305,579,29.32,22.68,0,5.06,6.8,4.55,1.4,1.81,7.37,7.97,7.05,8.49,6.28,3.68,6.51,3.03,3.91,1.04,6.89,4.99,5.83,2.78,4.56
PROT_0493,61.23,7.23,1.454,118,26.9,23.31,0,5.66,5.34,5.66,7.74,6.14,1.21,1.73,7.49,5.94,1.65,1.62,8.5,2.76,5.45,6.47,5.64,7.3,6.54,1.19,5.98
PROT_0494,63.11,10.94,-0.947,244,28.4,18.89,1,7.0,5.6,6.73,5.91,1.04,5.13,1.02,8.01,1.59,7.81,6.91,6.36,7.27,2.76,7.04,3.45,8.21,2.72,4.22,1.2
PROT_0495,94.44,5.42,1.424,577,26.17,22.78,0,5.04,7.34,5.72,6.41,6.51,6.72,2.13,4.6,1.51,3.48,4.89,6.9,8.11,3.22,3.14,7.72,1.52,3.89,5.52,5.65
PROT_0496,30.31,6.38,-0.585,216,41.95,17.37,1,4.34,5.32,4.58,2.62,2.71,1.23,2.92,4.09,5.98,7.3,3.95,6.51,2.8,7.07,1.81,1.98,7.98,9.95,7.51,9.34
PROT_0497,16.3,5.71,-1.917,706,18.3,24.21,1,1.71,8.5,7.38,7.96,3.23,5.43,1.54,8.85,4.41,1.21,5.25,6.21,3.07,4.83,7.53,8.72,2.84,2.69,6.05,2.61
PROT_0498,115.6,4.94,1.44,799,34.79,17.72,0,6.2,3.43,4.32,4.43,3.42,6.26,4.52,4.82,6.53,7.12,5.6,5.34,7.14,5.97,2.45,3.14,6.6,6.84,2.82,3.06
PROT_0499,21.79,10.97,-1.912,539,28.61,23.26,1,6.63,5.05,1.52,7.53,8.02,6.0,4.73,1.58,6.86,2.48,3.36,5.95,7.96,6.82,2.45,2.78,6.93,4.18,4.02,5.14
PROT_0500,39.42,9.59,0.032,496,29.99,29.81,1,6.31,8.34,4.87,6.77,1.45,3.86,8.83,3.21,3.01,8.35,1.15,5.87,4.49,7.25,2.03,4.2,6.4,3.49,6.7,3.44
PROT_0501,91.51,6.32,-1.623,493,25.19,24.68,1,6.27,7.79,4.99,6.96,7.73,1.17,6.18,4.99,6.33,1.3,1.25,3.75,1.95,2.18,7.79,6.32,7.86,6.76,1.0,7.43
PROT_0502,107.33,4.43,0.229,779,29.89,18.02,0,8.2,8.04,9.25,4.97,5.91,9.67,2.97,4.26,2.91,5.47,3.67,2.04,3.75,3.15,4.67,7.66,1.95,5.68,2.07,3.72
PROT_0503,61.27,9.92,1.088,599,18.58,18.83,0,2.05,1.12,10.89,1.23,4.35,4.15,9.05,6.75,4.83,1.79,2.82,7.43,6.05,6.42,10.8,2.07,7.89,2.64,4.82,2.86
PROT_0504,102.34,9.49,1.776,764,26.37,19.85,0,7.25,4.36,5.74,8.19,7.83,7.08,1.81,8.19,8.19,1.71,6.22,5.49,2.18,1.65,2.38,2.09,5.67,3.51,4.43,6.03
PROT_0505,69.78,9.3,0.573,369,32.53,17.96,1,1.35,2.73,1.93,8.18,4.59,6.91,1.17,1.3,8.35,4.51,7.29,5.88,6.61,5.36,7.32,1.54,5.85,7.81,5.14,6.21
PROT_0506,93.52,8.0,-1.307,401,26.9,24.95,1,2.18,7.73,3.57,6.52,4.56,4.32,5.32,5.33,3.83,5.26,4.42,5.38,7.94,3.52,7.03,1.47,8.33,2.65,1.77,8.87
PROT_0507,67.0,8.0,0.452,126,27.28,19.57,1,1.42,1.24,9.64,4.43,4.14,5.8,8.36,7.11,4.87,5.54,8.58,5.54,7.08,1.39,2.91,5.08,2.65,2.97,3.86,7.38
PROT_0508,80.75,5.43,1.515,359,25.37,20.38,0,2.3,5.81,7.51,0.84,2.55,6.71,6.84,7.95,7.97,6.8,3.5,6.89,1.13,1.83,2.59,5.66,7.21,3.87,4.95,7.07
PROT_0509,114.07,5.8,0.724,791,27.82,16.56,0,6.39,4.2,4.19,3.11,8.08,7.4,4.78,5.67,5.89,4.04,6.44,4.47,6.18,2.67,5.97,1.81,8.08,4.78,2.35,3.5
PROT_0510,60.77,6.6,0.953,532,27.09,24.7,1,4.08,4.1,9.96,3.84,8.99,5.22,10.27,3.23,2.04,9.87,3.21,6.49,1.51,6.08,2.29,1.54,5.14,2.01,8.29,1.84
PROT_0511,50.27,9.05,-1.899,531,37.46,18.82,1,7.2,6.33,5.03,8.88,7.19,6.84,1.27,1.02,2.16,7.94,2.96,2.34,4.69,8.28,1.37,4.02,8.65,5.04,2.75,6.04
PROT_0512,74.53,10.0,1.049,116,28.08,21.41,0,10.01,7.47,4.18,2.85,6.9,4.49,2.33,1.85,6.6,1.35,8.72,8.76,4.54,1.57,10.62,8.34,1.23,1.2,1.78,5.23
PROT_0513,91.75,10.74,-0.446,343,29.14,14.6,1,5.11,1.02,7.28,4.57,5.31,3.87,6.2,3.88,7.95,2.72,4.68,2.81,8.5,5.82,4.59,7.86,4.4,7.71,2.61,3.1
PROT_0514,90.95,5.44,-1.132,275,29.56,18.15,1,4.16,1.15,7.95,2.21,4.95,7.13,5.66,2.93,4.45,8.25,4.02,9.13,4.62,4.59,7.32,4.81,4.33,4.12,3.79,4.42
PROT_0515,31.46,6.69,0.07,264,17.23,22.84,1,2.49,8.01,6.26,5.93,8.22,5.36,7.11,4.22,6.14,2.64,2.05,1.79,6.21,3.34,7.67,7.2,5.97,1.32,2.67,5.39
PROT_0516,18.71,4.68,-1.739,101,29.29,14.83,1,1.05,2.47,5.27,2.2,8.5,6.15,6.84,5.84,5.33,7.08,2.03,3.32,2.77,6.6,6.79,4.64,5.6,6.79,4.98,5.74
PROT_0517,32.14,4.83,1.641,499,34.57,19.33,0,8.09,7.69,3.47,1.58,8.18,3.67,6.71,8.39,3.28,1.39,5.76,3.35,7.97,4.38,3.53,2.25,3.25,7.17,2.13,7.78
PROT_0518,61.97,4.14,-0.033,767,21.12,17.87,1,5.12,5.63,6.17,2.99,7.3,2.74,1.71,8.04,7.76,1.58,1.15,7.54,4.44,4.47,6.68,5.31,8.36,3.6,4.2,5.2
PROT_0519,76.98,10.94,-0.539,338,37.17,15.7,1,3.52,3.49,1.52,3.72,2.23,5.69,6.1,7.96,1.72,8.1,8.29,2.39,5.77,3.12,7.0,6.95,3.61,8.47,4.69,5.67
PROT_0520,75.23,6.12,-1.201,561,31.59,18.49,1,4.87,8.52,7.91,1.05,3.35,2.17,5.93,6.32,2.92,8.63,3.5,2.99,8.62,5.98,6.0,3.46,1.11,7.66,8.08,0.95
PROT_0521,109.06,4.16,-1.486,189,29.13,23.17,1,4.18,6.74,3.19,4.07,4.0,5.22,9.24,4.48,6.84,2.04,3.83,3.12,2.54,3.28,1.63,4.69,6.55,7.67,8.57,8.13
PROT_0522,35.95,9.22,-1.675,173,31.8,14.52,1,1.51,3.94,2.16,7.42,7.24,7.93,0.98,1.01,7.47,7.98,5.93,2.18,6.0,7.99,4.65,8.01,7.3,1.76,1.9,6.63
PROT_0523,35.76,5.01,0.168,273,34.9,16.24,1,10.74,1.16,9.13,3.48,1.63,1.93,4.36,6.47,5.94,3.12,11.11,7.24,3.0,4.04,7.96,9.87,1.74,2.99,1.19,2.9
PROT_0524,21.47,7.46,1.611,141,28.12,24.73,1,2.18,8.09,2.77,8.9,8.04,3.14,4.69,8.78,3.78,4.85,6.97,3.05,3.36,4.23,3.26,1.09,9.29,7.37,3.64,2.52
PROT_0525,66.35,7.82,0.98,313,31.87,20.63,1,5.86,3.66,5.3,6.82,3.76,7.35,5.31,2.9,5.96,6.93,5.47,4.84,7.23,4.6,5.66,2.91,3.17,6.23,3.25,2.78
PROT_0526,60.61,9.72,1.621,234,26.33,26.75,1,2.04,5.8,3.77,7.17,3.15,6.56,7.64,3.72,7.08,4.16,1.91,6.14,3.59,7.67,7.12,6.5,3.56,7.1,1.88,3.45
PROT_0527,115.06,8.94,0.431,224,36.0,16.32,0,9.48,2.94,1.14,5.23,3.42,2.77,5.45,2.42,8.43,8.65,3.49,2.7,6.44,5.47,4.9,8.63,5.37,6.96,4.16,1.95
PROT_0528,40.84,10.61,0.753,400,31.44,19.98,1,5.48,5.27,2.85,5.23,9.29,6.46,3.91,3.67,6.35,6.29,6.18,5.57,3.93,4.21,6.96,2.08,5.88,5.09,1.12,4.19
PROT_0529,93.77,8.37,-1.675,582,29.31,19.85,1,8.51,8.98,7.44,5.52,5.7,3.66,2.53,1.97,3.59,6.16,8.97,2.82,5.83,2.88,7.71,4.97,4.81,1.08,5.15,1.71
PROT_0530,78.5,7.75,1.297,741,30.05,21.08,0,5.7,8.0,8.54,3.01,4.48,7.1,7.21,3.09,2.03,7.66,1.36,2.86,5.94,3.5,7.47,4.74,2.05,3.07,3.44,8.76
PROT_0531,30.5,8.38,0.221,688,33.37,21.57,0,8.92,5.91,1.93,7.05,7.06,2.55,7.59,3.28,7.53,4.46,7.76,1.02,3.1,2.13,1.14,6.36,7.29,1.58,4.81,8.52
PROT_0532,102.79,4.24,-0.868,659,32.09,13.37,1,7.53,1.9,3.33,3.35,7.08,4.89,2.37,2.08,9.25,2.04,8.48,5.75,4.16,3.69,7.21,5.73,6.41,6.56,4.39,3.79
PROT_0533,87.93,7.84,-1.642,292,25.14,22.31,1,1.55,6.4,8.57,8.48,6.25,10.67,2.58,2.19,2.82,8.48,2.09,4.85,4.81,1.98,4.68,1.86,5.26,1.78,5.42,9.26
PROT_0534,45.41,4.16,0.859,504,28.93,18.62,1,2.27,7.34,8.22,2.84,1.41,6.67,1.14,6.33,6.79,4.95,1.29,7.3,8.91,8.94,2.09,3.61,4.19,6.26,4.26,5.22
PROT_0535,41.91,5.37,1.592,482,36.14,10.73,0,1.73,3.02,1.43,3.3,5.84,4.46,1.86,9.62,6.01,9.11,4.92,2.55,1.15,7.16,7.11,3.65,4.7,4.84,9.16,8.38
PROT_0536,83.02,5.61,1.561,338,34.06,18.66,0,6.25,4.62,4.57,8.85,6.42,7.23,2.59,1.84,4.09,1.79,8.57,2.6,7.15,6.95,3.36,6.57,2.67,5.78,3.4,4.72
PROT_0537,18.28,4.35,-1.955,360,25.2,21.64,1,5.23,3.54,2.75,2.45,3.74,5.13,6.98,6.98,4.78,4.22,7.27,8.67,4.97,5.95,7.61,6.54,8.82,1.59,1.84,0.94
PROT_0538,111.54,9.21,0.727,111,31.5,10.93,0,3.78,4.49,6.19,2.47,1.5,2.98,2.75,4.87,9.01,1.71,4.82,1.22,8.04,9.21,3.77,3.41,9.49,9.1,8.31,2.88
PROT_0539,83.94,10.72,1.506,368,30.78,15.16,0,2.89,2.26,8.45,5.72,10.08,8.14,3.88,1.35,6.81,1.76,8.11,3.3,5.14,4.94,1.5,5.49,5.83,2.89,1.26,10.19
PROT_0540,64.61,5.15,0.634,460,34.29,19.79,1,4.86,7.52,1.12,3.16,8.1,2.85,4.61,0.93,6.27,8.11,7.8,4.5,8.76,4.94,2.82,7.91,1.31,3.91,5.84,4.67
PROT_0541,94.14,10.03,-1.343,123,33.64,16.21,1,5.65,2.19,7.22,3.91,2.43,4.37,4.94,3.91,3.44,7.89,7.36,5.17,5.57,4.02,4.63,6.08,8.49,3.79,4.01,4.93
PROT_0542,84.79,5.15,-1.093,422,32.62,24.61,1,5.52,8.67,6.58,6.34,5.82,8.42,2.42,8.13,2.24,8.28,2.83,7.18,1.72,4.73,1.99,5.47,1.37,1.92,1.03,9.34
PROT_0543,67.0,10.41,0.78,393,29.28,15.92,0,1.55,5.73,6.17,4.48,3.44,5.22,3.42,4.68,5.85,5.43,7.47,2.29,5.13,1.81,5.47,5.87,5.62,6.83,7.34,6.19
PROT_0544,46.9,8.33,1.678,730,37.01,13.51,0,7.98,3.81,2.95,6.89,9.78,2.78,1.17,3.74,2.93,8.64,7.28,1.64,5.19,2.12,9.72,7.11,1.12,6.52,4.18,4.47
PROT_0545,41.48,4.64,-1.018,726,29.51,17.8,1,4.67,5.24,7.22,4.05,3.07,2.43,3.88,6.03,5.73,5.84,3.54,4.63,6.58,7.03,5.28,7.33,3.26,7.12,5.77,1.31
PROT_0546,112.12,8.58,-1.805,679,25.45,24.72,0,4.54,6.9,2.83,8.78,1.17,3.38,7.12,7.75,2.63,4.18,0.97,1.92,7.81,7.15,8.4,4.46,4.92,4.61,6.48,4.0
PROT_0547,86.72,9.92,-1.085,535,32.34,18.58,1,7.35,5.47,9.2,3.67,2.49,3.65,4.02,2.01,2.41,8.61,2.82,5.42,1.06,8.05,8.34,9.23,8.02,1.41,2.67,4.1
PROT_0548,107.17,8.65,-0.101,599,36.57,14.45,0,9.48,2.03,2.47,2.18,9.75,6.41,1.21,5.43,8.1,4.84,7.33,9.03,4.29,5.86,4.74,1.29,4.9,7.28,1.59,1.78
PROT_0549,21.3,9.52,-1.549,761,22.7,25.07,1,9.39,9.1,2.14,2.52,6.29,7.15,5.14,10.22,4.47,3.45,1.64,8.31,2.74,4.84,6.19,3.17,2.38,2.25,7.49,1.13
PROT_0550,68.91,10.91,0.265,332,25.14,15.15,1,5.94,1.02,8.45,2.11,8.79,8.28,7.77,2.55,4.99,5.03,1.79,4.25,6.34,5.56,7.8,2.19,2.03,5.29,8.28,1.53
PROT_0551,82.83,9.29,-1.371,693,31.4,21.32,1,6.42,7.06,3.51,2.5,2.77,1.27,4.03,7.29,6.62,1.03,5.81,7.73,3.73,5.33,7.26,6.38,1.77,5.39,6.69,7.42
PROT_0552,55.54,10.1,0.754,791,30.13,22.72,1,3.48,7.71,4.75,1.24,1.55,1.71,8.75,2.24,6.57,4.19,4.4,5.02,8.01,8.97,3.62,5.64,3.82,3.66,9.24,5.43
PROT_0553,47.17,9.78,0.071,501,33.04,19.58,1,8.51,5.89,6.35,5.63,4.77,1.66,4.94,3.73,5.17,6.11,2.98,3.12,3.14,3.29,5.14,3.49,8.36,8.37,5.57,3.78
PROT_0554,102.19,5.28,0.59,588,29.29,20.77,0,2.86,4.07,5.86,6.7,7.63,1.91,6.71,3.09,6.08,3.6,4.98,3.29,6.92,5.28,2.17,6.36,7.52,5.71,2.41,6.86
PROT_0555,35.91,4.36,-0.289,581,36.81,16.18,1,2.74,4.57,2.93,5.22,4.98,1.98,5.51,2.79,8.27,7.1,8.41,0.88,2.3,8.02,7.98,4.34,8.46,5.33,2.98,5.21
PROT_0556,90.56,5.99,-1.037,305,35.17,23.57,1,2.41,6.03,4.67,2.76,2.57,9.59,12.16,1.67,2.0,2.4,7.11,2.62,2.28,9.4,5.88,1.66,8.49,1.88,2.45,11.97
PROT_0557,57.67,5.69,0.438,257,31.84,22.21,1,5.93,7.16,8.63,3.86,2.88,1.11,5.77,7.25,2.35,8.95,4.1,5.42,1.07,2.25,5.66,6.02,9.01,7.64,1.96,2.97
PROT_0558,106.89,6.4,-1.917,599,26.45,11.89,1,3.14,0.92,6.29,4.39,7.81,7.72,4.48,2.76,7.7,4.18,4.46,2.1,8.03,7.73,6.93,1.08,7.04,2.54,6.3,4.4
PROT_0559,21.79,8.99,-1.912,665,31.75,16.37,1,4.11,4.56,2.61,2.1,1.55,7.81,6.54,2.3,4.24,2.71,3.82,3.17,6.8,8.31,4.04,8.14,8.83,6.57,5.55,6.23
PROT_0560,89.25,5.11,0.462,646,28.46,16.36,0,5.21,1.46,6.06,6.16,5.92,6.07,5.08,4.21,11.32,4.11,2.98,3.66,7.71,6.95,7.11,3.4,1.63,5.45,1.76,3.76
PROT_0561,59.44,5.18,-1.931,280,24.93,24.32,1,3.07,5.41,3.11,2.21,2.15,4.65,8.35,2.53,4.42,2.36,1.51,8.35,6.22,5.81,7.6,8.35,8.31,7.24,3.39,4.94
PROT_0562,20.08,5.09,-1.471,703,38.21,19.66,1,7.95,1.72,2.05,8.96,2.8,2.27,5.54,8.42,8.05,2.55,10.07,3.44,1.16,9.33,8.47,6.03,1.27,5.94,1.62,2.37
PROT_0563,52.16,8.24,0.873,494,33.02,17.54,1,6.01,3.42,3.13,2.51,1.94,3.15,6.59,7.59,1.56,4.28,0.98,5.02,7.98,6.92,4.44,5.72,4.52,5.58,9.41,9.25
PROT_0564,98.01,9.24,0.596,389,37.23,21.52,0,5.87,4.8,5.68,5.65,8.47,2.94,6.57,4.43,3.79,6.62,4.84,4.5,4.48,3.94,2.86,1.18,5.05,6.93,2.39,9.03
PROT_0565,77.81,6.48,0.05,568,27.29,20.22,0,3.11,1.11,2.96,4.81,5.23,5.05,5.04,8.69,5.02,4.61,1.42,9.26,8.82,9.04,3.56,1.44,5.04,4.35,6.69,4.76
PROT_0566,20.35,7.62,-1.507,528,33.13,15.99,1,9.0,8.44,5.08,3.99,2.62,8.89,2.39,9.5,2.21,7.08,3.28,1.17,2.84,5.44,1.16,4.43,7.83,4.92,6.31,3.41
PROT_0567,16.27,4.93,-0.326,278,21.23,26.34,1,4.43,5.09,6.33,5.36,7.0,5.02,9.03,2.15,7.62,3.59,6.72,6.86,6.07,2.08,7.11,2.5,5.93,3.15,2.7,1.26
PROT_0568,54.07,7.28,1.826,670,34.85,23.1,0,6.77,7.39,4.0,5.05,8.19,2.39,8.2,2.04,1.1,6.24,6.68,2.46,7.63,2.06,5.83,1.68,5.81,6.86,3.38,6.24
PROT_0569,114.97,6.1,1.453,189,24.27,28.65,0,5.31,8.16,6.87,5.98,3.53,2.15,6.39,6.67,5.09,3.14,5.68,8.12,2.72,1.07,4.79,3.54,4.99,4.91,6.73,4.16
PROT_0570,100.58,5.08,-0.107,111,29.24,23.73,1,5.91,8.48,2.93,9.47,5.11,2.35,1.86,5.8,4.21,7.57,4.71,3.92,1.71,2.43,5.26,9.22,1.57,3.77,8.88,4.85
PROT_0571,66.73,4.65,1.88,794,37.45,19.73,0,9.43,2.06,3.12,8.9,5.42,9.62,6.29,4.64,8.64,3.57,6.49,2.48,2.43,3.94,4.39,1.74,1.74,8.16,1.08,5.86
PROT_0572,109.19,9.77,-0.039,353,23.41,13.05,1,2.5,1.54,5.54,1.37,3.83,9.07,7.51,9.78,7.71,7.39,1.89,2.63,4.0,2.01,10.53,1.84,1.43,1.06,9.83,8.56
PROT_0573,83.62,9.7,-0.328,320,28.33,26.95,1,3.65,8.6,1.66,6.57,2.27,5.2,8.74,2.44,8.05,5.68,5.51,3.04,3.58,4.58,4.08,2.49,5.3,5.12,9.65,3.79
PROT_0574,91.58,6.12,0.836,564,35.48,21.75,0,6.72,2.78,4.95,7.04,1.28,1.47,8.53,2.24,9.59,2.05,7.21,3.4,3.84,3.73,3.03,5.13,4.51,9.0,6.74,6.77
PROT_0575,88.48,4.05,1.133,336,27.1,15.92,0,1.42,2.62,2.96,1.73,1.39,9.43,3.55,2.91,5.95,7.52,4.97,8.02,4.25,2.39,4.28,10.54,5.22,4.17,10.04,6.63
PROT_0576,30.52,8.76,1.431,597,25.15,20.45,0,2.24,10.81,4.88,1.68,2.75,6.84,6.64,4.26,3.43,3.2,1.64,1.32,5.17,4.97,7.95,4.91,2.36,9.67,11.84,3.43
PROT_0577,112.55,10.4,0.435,316,28.58,23.51,0,4.39,6.85,7.56,4.95,4.95,3.74,7.26,6.23,3.87,5.68,4.5,4.45,5.93,1.06,3.04,3.55,5.05,6.18,4.01,6.77
PROT_0578,113.69,4.11,1.474,735,31.61,21.05,0,8.13,2.87,3.23,8.62,8.28,7.98,6.7,5.94,4.35,0.99,2.93,2.86,8.02,3.01,0.97,1.37,1.61,7.86,5.56,8.69
PROT_0579,91.76,5.18,-0.831,343,30.93,20.57,1,6.85,6.02,4.73,5.38,5.02,5.16,6.93,7.52,8.06,3.89,6.51,2.24,5.97,0.97,4.21,3.42,2.77,4.6,1.64,8.11
PROT_0580,50.44,7.5,1.341,627,24.71,19.07,0,2.21,4.36,6.81,3.83,7.1,3.24,8.99,6.51,6.08,1.52,2.16,1.89,8.5,8.63,1.44,7.15,7.05,3.09,2.35,7.1
PROT_0581,65.26,10.47,0.526,110,26.25,25.06,1,5.56,5.3,6.49,8.02,4.18,1.82,2.57,8.21,5.87,3.23,1.16,9.17,8.19,8.09,1.77,1.56,2.3,2.43,8.29,5.78
PROT_0582,109.5,4.25,-1.248,664,30.14,21.52,0,6.51,6.1,3.67,6.2,5.99,3.47,1.88,4.94,4.01,4.71,5.46,7.34,5.78,6.38,7.05,6.02,4.51,3.84,2.92,3.24
PROT_0583,82.0,5.72,0.148,515,23.67,22.34,0,1.13,6.85,4.27,3.97,7.61,1.05,3.77,5.08,2.17,1.83,5.58,7.75,6.22,5.16,5.87,5.86,7.71,2.04,8.15,7.93
PROT_0584,29.43,7.67,0.398,182,25.93,22.83,1,1.14,1.65,7.98,5.89,8.43,6.13,7.04,8.43,2.98,7.3,8.3,8.25,3.61,4.63,6.45,3.93,1.04,3.01,2.25,1.55
PROT_0585,25.55,6.83,1.723,399,23.66,23.19,0,1.69,8.19,6.63,3.24,1.77,5.19,5.23,1.43,1.21,3.19,6.58,6.53,7.73,1.44,6.22,7.89,7.4,4.96,7.68,5.8
PROT_0586,25.91,9.69,-0.119,209,33.92,9.16,1,1.82,3.97,7.61,2.21,1.83,9.42,1.03,8.95,1.37,8.22,4.61,1.95,2.41,9.38,8.98,3.2,3.97,2.64,9.19,7.25
PROT_0587,75.72,5.89,0.466,207,28.64,19.22,1,6.23,6.85,5.83,2.57,3.81,5.82,7.24,5.05,6.18,7.0,4.43,2.56,3.97,5.32,3.67,6.87,2.97,1.82,7.97,3.84
PROT_0588,115.74,8.02,0.607,193,25.26,27.12,1,4.81,6.88,5.51,9.86,4.68,2.74,3.3,2.17,2.68,6.81,2.09,7.08,2.21,1.37,10.05,7.75,7.63,7.2,2.21,2.98
PROT_0589,114.66,7.06,-0.992,523,33.73,16.92,1,1.05,1.84,2.67,2.15,7.04,7.56,8.26,3.68,4.4,6.49,6.67,4.67,2.63,6.29,2.68,3.91,8.27,8.17,6.52,5.06
